Location,Type,DOB,DOW,Cal Year,Fiscal Year,Week,Period,Quarter,Hours,Labor $,Hour %,SalaryCost,SalaryPercent,Total Payroll,Sales,Area
Five Points,Year Ago,6/19/24,Wednesday,2024,2024,25,7,2,0,0,0,0,0,0,0,SoCal 4
LBX,Actual,6/19/24,Wednesday,2024,2024,25,7,2,40.51,873,19.33,0,0,873,4517.78,SoCal 4
LBX,Scheduled,6/19/24,Wednesday,2024,2024,25,7,2,41.67,901.67,18.78,0,0,901.67,4800,SoCal 4
LBX,Year Ago,6/19/24,Wednesday,2024,2024,25,7,2,67.24,1307,31.12,0,0,1307,4199.65,SoCal 4
Long Beach,Actual,6/19/24,Wednesday,2024,2024,25,7,2,37.64,765,20.83,0,0,765,3675.16,SoCal 4
Long Beach,Scheduled,6/19/24,Wednesday,2024,2024,25,7,2,36.5,741,26.46,0,0,741,2800,SoCal 4
Long Beach,Year Ago,6/19/24,Wednesday,2024,2024,25,7,2,41.29,705,23.05,0,0,705,3058.13,SoCal 4
Manhattan Beach,Actual,6/19/24,Wednesday,2024,2024,25,7,2,32.63,737,23.33,0,0,737,3159.05,SoCal 4
Manhattan Beach,Scheduled,6/19/24,Wednesday,2024,2024,25,7,2,32.5,732.5,22.89,0,0,732.5,3200,SoCal 4
Manhattan Beach,Year Ago,6/19/24,Wednesday,2024,2024,25,7,2,40.09,783,21.69,0,0,783,3609.3,SoCal 4
Marina Del Rey,Actual,6/19/24,Wednesday,2024,2024,25,7,2,26.92,618,27.07,0,0,618,2381.25,SoCal 4
Marina Del Rey,Scheduled,6/19/24,Wednesday,2024,2024,25,7,2,26.5,617.5,34.31,0,0,617.5,1800,SoCal 4
Marina Del Rey,Year Ago,6/19/24,Wednesday,2024,2024,25,7,2,50.84,1000,41.2,0,0,1000,2426.77,SoCal 4
Newport Beach,Actual,6/19/24,Wednesday,2024,2024,25,7,2,31.88,656,21.01,183,6,839,3122.1,SoCal 4
Newport Beach,Scheduled,6/19/24,Wednesday,2024,2024,25,7,2,32.25,731.75,24.39,0,0,731.75,3000,SoCal 4
Newport Beach,Year Ago,6/19/24,Wednesday,2024,2024,25,7,2,37.69,671,17.74,177,5,848,3780.7,SoCal 4
Tustin,Actual,6/19/24,Wednesday,2024,2024,25,7,2,33.83,761,26.11,0,0,761,2916.08,SoCal 4
Tustin,Scheduled,6/19/24,Wednesday,2024,2024,25,7,2,35,786.5,21.85,0,0,786.5,3600,SoCal 4
Tustin,Year Ago,6/19/24,Wednesday,2024,2024,25,7,2,39.88,714,20.87,0,0,714,3421.06,SoCal 4
Westminster,Actual,6/19/24,Wednesday,2024,2024,25,7,2,27.9,662,15.66,0,0,662,4223.75,SoCal 4
Westminster,Scheduled,6/19/24,Wednesday,2024,2024,25,7,2,24,577.25,16.03,0,0,577.25,3600,SoCal 4
Westminster,Year Ago,6/19/24,Wednesday,2024,2024,25,7,2,35.01,680,42.79,0,0,680,1588.73,SoCal 4
Carson,Actual,6/20/24,Thursday,2024,2024,25,7,2,32.21,724,23.21,0,0,724,3118.79,SoCal 4
Carson,Scheduled,6/20/24,Thursday,2024,2024,25,7,2,36.5,816,27.2,0,0,816,3000,SoCal 4
Carson,Year Ago,6/20/24,Thursday,2024,2024,25,7,2,50.5,958,23.08,0,0,958,4152.45,SoCal 4
Costa Mesa,Actual,6/20/24,Thursday,2024,2024,25,7,2,26.28,599,30.1,0,0,599,1991.78,SoCal 4
Costa Mesa,Scheduled,6/20/24,Thursday,2024,2024,25,7,2,26.5,620,36.47,0,0,620,1700,SoCal 4
Costa Mesa,Year Ago,6/20/24,Thursday,2024,2024,25,7,2,32.68,542,30.26,0,0,542,1792.12,SoCal 4
El Segundo,Actual,6/20/24,Thursday,2024,2024,25,7,2,36.17,840,20.82,0,0,840,4033.68,SoCal 4
El Segundo,Scheduled,6/20/24,Thursday,2024,2024,25,7,2,34.5,798,30.69,0,0,798,2600,SoCal 4
El Segundo,Year Ago,6/20/24,Thursday,2024,2024,25,7,2,44.31,905,19.6,0,0,905,4617.38,SoCal 4
Fountain Valley,Actual,6/20/24,Thursday,2024,2024,25,7,2,27.79,630,18.56,0,0,630,3393.11,SoCal 4
Fountain Valley,Scheduled,6/20/24,Thursday,2024,2024,25,7,2,26,587,23.48,0,0,587,2500,SoCal 4
Fountain Valley,Year Ago,6/20/24,Thursday,2024,2024,25,7,2,46.75,850,19.08,0,0,850,4542.92,SoCal 4
Five Points,Actual,6/20/24,Thursday,2024,2024,25,7,2,24.97,557,38.99,0,0,557,1428.9,SoCal 4
Five Points,Scheduled,6/20/24,Thursday,2024,2024,25,7,2,24.75,551.25,34.45,0,0,551.25,1600,SoCal 4
Five Points,Year Ago,6/20/24,Thursday,2024,2024,25,7,2,0,0,0,0,0,0,0,SoCal 4
LBX,Actual,6/20/24,Thursday,2024,2024,25,7,2,38.26,829,24.53,0,0,829,3378.05,SoCal 4
LBX,Scheduled,6/20/24,Thursday,2024,2024,25,7,2,38.75,841.25,22.14,0,0,841.25,3800,SoCal 4
LBX,Year Ago,6/20/24,Thursday,2024,2024,25,7,2,74.42,1489,44.23,0,0,1489,3365.53,SoCal 4
Long Beach,Actual,6/20/24,Thursday,2024,2024,25,7,2,39.86,916,26.54,0,0,916,3451.42,SoCal 4
Long Beach,Scheduled,6/20/24,Thursday,2024,2024,25,7,2,35,789.25,21.92,0,0,789.25,3600,SoCal 4
Long Beach,Year Ago,6/20/24,Thursday,2024,2024,25,7,2,44.59,757,17.02,0,0,757,4447.09,SoCal 4
Manhattan Beach,Actual,6/20/24,Thursday,2024,2024,25,7,2,29.07,689,30.48,0,0,689,2261.07,SoCal 4
Manhattan Beach,Scheduled,6/20/24,Thursday,2024,2024,25,7,2,29.5,699.5,21.86,0,0,699.5,3200,SoCal 4
Manhattan Beach,Year Ago,6/20/24,Thursday,2024,2024,25,7,2,42.97,850,23.88,0,0,850,3557.21,SoCal 4
Marina Del Rey,Actual,6/20/24,Thursday,2024,2024,25,7,2,25.05,572,29.04,0,0,572,1969.46,SoCal 4
Marina Del Rey,Scheduled,6/20/24,Thursday,2024,2024,25,7,2,26.5,617.5,32.5,0,0,617.5,1900,SoCal 4
Marina Del Rey,Year Ago,6/20/24,Thursday,2024,2024,25,7,2,45.51,899,51.53,0,0,899,1744.08,SoCal 4
Newport Beach,Actual,6/20/24,Thursday,2024,2024,25,7,2,38.22,839,27.07,183,6,1022,3098.06,SoCal 4
Newport Beach,Scheduled,6/20/24,Thursday,2024,2024,25,7,2,38.5,844.25,27.23,0,0,844.25,3100,SoCal 4
Newport Beach,Year Ago,6/20/24,Thursday,2024,2024,25,7,2,39.03,706,21.39,177,5,883,3417.86,SoCal 4
Tustin,Actual,6/20/24,Thursday,2024,2024,25,7,2,37.01,817,20.73,0,0,817,3942.42,SoCal 4
Tustin,Scheduled,6/20/24,Thursday,2024,2024,25,7,2,34,762.5,21.18,0,0,762.5,3600,SoCal 4
Tustin,Year Ago,6/20/24,Thursday,2024,2024,25,7,2,38.67,690,18.52,0,0,690,3725.22,SoCal 4
Westminster,Actual,6/20/24,Thursday,2024,2024,25,7,2,21.27,514,29.85,0,0,514,1721.35,SoCal 4
Westminster,Scheduled,6/20/24,Thursday,2024,2024,25,7,2,23.5,565.75,31.43,0,0,565.75,1800,SoCal 4
Westminster,Year Ago,6/20/24,Thursday,2024,2024,25,7,2,33.92,637,28.55,0,0,637,2232.07,SoCal 4
Carson,Actual,6/21/24,Friday,2024,2024,25,7,2,39.64,891,26.83,0,0,891,3321.14,SoCal 4
Carson,Scheduled,6/21/24,Friday,2024,2024,25,7,2,46.25,1011.5,33.72,0,0,1011.5,3000,SoCal 4
Carson,Year Ago,6/21/24,Friday,2024,2024,25,7,2,52.38,983,25.64,0,0,983,3834.17,SoCal 4
Costa Mesa,Actual,6/21/24,Friday,2024,2024,25,7,2,28,654,29.72,0,0,654,2200.8,SoCal 4
Costa Mesa,Scheduled,6/21/24,Friday,2024,2024,25,7,2,28.5,669.88,31.9,0,0,669.88,2100,SoCal 4
Costa Mesa,Year Ago,6/21/24,Friday,2024,2024,25,7,2,33.71,586,22.74,0,0,586,2577.35,SoCal 4
El Segundo,Actual,6/21/24,Friday,2024,2024,25,7,2,33.25,799,23.38,0,0,799,3415.64,SoCal 4
El Segundo,Scheduled,6/21/24,Friday,2024,2024,25,7,2,31,744.5,26.59,0,0,744.5,2800,SoCal 4
El Segundo,Year Ago,6/21/24,Friday,2024,2024,25,7,2,36.03,743,25.75,0,0,743,2884.85,SoCal 4
Fountain Valley,Actual,6/21/24,Friday,2024,2024,25,7,2,30.17,674,28.64,0,0,674,2352.9,SoCal 4
Fountain Valley,Scheduled,6/21/24,Friday,2024,2024,25,7,2,26,587,23.48,0,0,587,2500,SoCal 4
Fountain Valley,Year Ago,6/21/24,Friday,2024,2024,25,7,2,35.16,677,23.97,0,0,677,2930.51,SoCal 4
Five Points,Actual,6/21/24,Friday,2024,2024,25,7,2,23.75,559,29.31,0,0,559,1906.79,SoCal 4
Five Points,Scheduled,6/21/24,Friday,2024,2024,25,7,2,22,517,32.31,0,0,517,1600,SoCal 4
Five Points,Year Ago,6/21/24,Friday,2024,2024,25,7,2,0,0,0,0,0,0,0,SoCal 4
LBX,Actual,6/21/24,Friday,2024,2024,25,7,2,42.43,938,25.85,0,0,938,3629.13,SoCal 4
LBX,Scheduled,6/21/24,Friday,2024,2024,25,7,2,43.5,960.5,25.28,0,0,960.5,3800,SoCal 4
LBX,Year Ago,6/21/24,Friday,2024,2024,25,7,2,64.18,1336,28.82,0,0,1336,4634.58,SoCal 4
Long Beach,Actual,6/21/24,Friday,2024,2024,25,7,2,42.34,965,23.32,0,0,965,4135.45,SoCal 4
Long Beach,Scheduled,6/21/24,Friday,2024,2024,25,7,2,39.5,882.25,23.84,0,0,882.25,3700,SoCal 4
Long Beach,Year Ago,6/21/24,Friday,2024,2024,25,7,2,40.39,815,21.26,0,0,815,3834.71,SoCal 4
Manhattan Beach,Actual,6/21/24,Friday,2024,2024,25,7,2,30.15,710,22.52,0,0,710,3154.47,SoCal 4
Manhattan Beach,Scheduled,6/21/24,Friday,2024,2024,25,7,2,32.5,755,23.59,0,0,755,3200,SoCal 4
Manhattan Beach,Year Ago,6/21/24,Friday,2024,2024,25,7,2,51.78,1009,26.19,0,0,1009,3854.37,SoCal 4
Marina Del Rey,Actual,6/21/24,Friday,2024,2024,25,7,2,25.99,601,21.52,0,0,601,2791.04,SoCal 4
Marina Del Rey,Scheduled,6/21/24,Friday,2024,2024,25,7,2,26,601,31.63,0,0,601,1900,SoCal 4
Marina Del Rey,Year Ago,6/21/24,Friday,2024,2024,25,7,2,51.24,977,34.8,0,0,977,2806.49,SoCal 4
Newport Beach,Actual,6/21/24,Friday,2024,2024,25,7,2,35.58,772,21.62,183,5,955,3568.68,SoCal 4
Newport Beach,Scheduled,6/21/24,Friday,2024,2024,25,7,2,36.92,799.83,19.51,0,0,799.83,4100,SoCal 4
Newport Beach,Year Ago,6/21/24,Friday,2024,2024,25,7,2,38.06,662,19.39,177,5,839,3410.94,SoCal 4
Tustin,Actual,6/21/24,Friday,2024,2024,25,7,2,40.12,877,25.67,0,0,877,3416.77,SoCal 4
Tustin,Scheduled,6/21/24,Friday,2024,2024,25,7,2,39.5,870,22.89,0,0,870,3800,SoCal 4
Tustin,Year Ago,6/21/24,Friday,2024,2024,25,7,2,53.02,918,20.04,0,0,918,4578.55,SoCal 4
Westminster,Actual,6/21/24,Friday,2024,2024,25,7,2,22.17,516,25.16,0,0,516,2049.63,SoCal 4
Westminster,Scheduled,6/21/24,Friday,2024,2024,25,7,2,23.5,546.25,30.35,0,0,546.25,1800,SoCal 4
Westminster,Year Ago,6/21/24,Friday,2024,2024,25,7,2,35.91,713,35.37,0,0,713,2015.22,SoCal 4
Carson,Actual,6/22/24,Saturday,2024,2024,25,7,2,33.37,680,25.06,0,0,680,2711.97,SoCal 4
Carson,Scheduled,6/22/24,Saturday,2024,2024,25,7,2,33.5,682,22.73,0,0,682,3000,SoCal 4
Carson,Year Ago,6/22/24,Saturday,2024,2024,25,7,2,63.62,1159,27.43,0,0,1159,4286.42,SoCal 4
Costa Mesa,Actual,6/22/24,Saturday,2024,2024,25,7,2,28.24,596,28.01,0,0,596,2127.04,SoCal 4
Costa Mesa,Scheduled,6/22/24,Saturday,2024,2024,25,7,2,27,482.5,21.93,0,0,482.5,2200,SoCal 4
Costa Mesa,Year Ago,6/22/24,Saturday,2024,2024,25,7,2,26.94,485,17.57,0,0,485,2987.25,SoCal 4
El Segundo,Actual,6/22/24,Saturday,2024,2024,25,7,2,28.64,671,28.31,0,0,671,2369.65,SoCal 4
El Segundo,Scheduled,6/22/24,Saturday,2024,2024,25,7,2,27.5,564.5,25.66,0,0,564.5,2200,SoCal 4
El Segundo,Year Ago,6/22/24,Saturday,2024,2024,25,7,2,38.97,803,30.46,0,0,803,2635.78,SoCal 4
Fountain Valley,Actual,6/22/24,Saturday,2024,2024,25,7,2,31.11,698,27.16,0,0,698,2569.7,SoCal 4
Fountain Valley,Scheduled,6/22/24,Saturday,2024,2024,25,7,2,32.75,730.5,26.09,0,0,730.5,2800,SoCal 4
Fountain Valley,Year Ago,6/22/24,Saturday,2024,2024,25,7,2,48.28,806,26.22,0,0,806,3072.3,SoCal 4
Five Points,Actual,6/22/24,Saturday,2024,2024,25,7,2,27,618,28.54,0,0,618,2164.16,SoCal 4
Five Points,Scheduled,6/22/24,Saturday,2024,2024,25,7,2,26,595.5,35.03,0,0,595.5,1700,SoCal 4
Five Points,Year Ago,6/22/24,Saturday,2024,2024,25,7,2,0,0,0,0,0,0,0,SoCal 4
LBX,Actual,6/22/24,Saturday,2024,2024,25,7,2,46.88,1001,20.12,0,0,1001,4978.45,SoCal 4
LBX,Scheduled,6/22/24,Saturday,2024,2024,25,7,2,43.5,931.5,22.72,0,0,931.5,4100,SoCal 4
LBX,Year Ago,6/22/24,Saturday,2024,2024,25,7,2,72.94,1437,33.41,0,0,1437,4301,SoCal 4
Long Beach,Actual,6/22/24,Saturday,2024,2024,25,7,2,48.04,1078,16.79,0,0,1078,6419.65,SoCal 4
Long Beach,Scheduled,6/22/24,Saturday,2024,2024,25,7,2,46.5,1032.5,25.81,0,0,1032.5,4000,SoCal 4
Long Beach,Year Ago,6/22/24,Saturday,2024,2024,25,7,2,47.66,925,20.48,0,0,925,4608.8,SoCal 4
Manhattan Beach,Actual,6/22/24,Saturday,2024,2024,25,7,2,40.38,892,25.45,0,0,892,3506.55,SoCal 4
Manhattan Beach,Scheduled,6/22/24,Saturday,2024,2024,25,7,2,50,1135,42.04,0,0,1135,2700,SoCal 4
Manhattan Beach,Year Ago,6/22/24,Saturday,2024,2024,25,7,2,45.18,881,25.95,0,0,881,3395.8,SoCal 4
Marina Del Rey,Actual,6/22/24,Saturday,2024,2024,25,7,2,27.65,615,21.05,0,0,615,2920.05,SoCal 4
Marina Del Rey,Scheduled,6/22/24,Saturday,2024,2024,25,7,2,26.5,592.5,31.18,0,0,592.5,1900,SoCal 4
Marina Del Rey,Year Ago,6/22/24,Saturday,2024,2024,25,7,2,41.3,771,29.13,0,0,771,2647.86,SoCal 4
Newport Beach,Actual,6/22/24,Saturday,2024,2024,25,7,2,28.83,632,34.43,183,10,815,1836.44,SoCal 4
Newport Beach,Scheduled,6/22/24,Saturday,2024,2024,25,7,2,31.25,701.75,35.09,0,0,701.75,2000,SoCal 4
Newport Beach,Year Ago,6/22/24,Saturday,2024,2024,25,7,2,32.22,565,24.71,177,8,742,2286.24,SoCal 4
Tustin,Actual,6/22/24,Saturday,2024,2024,25,7,2,41.58,846,25.11,0,0,846,3370.18,SoCal 4
Tustin,Scheduled,6/22/24,Saturday,2024,2024,25,7,2,41,834.5,24.54,0,0,834.5,3400,SoCal 4
Tustin,Year Ago,6/22/24,Saturday,2024,2024,25,7,2,50.42,820,21.33,0,0,820,3844.26,SoCal 4
Westminster,Actual,6/22/24,Saturday,2024,2024,25,7,2,23.13,537,28.53,0,0,537,1971.28,SoCal 4
Westminster,Scheduled,6/22/24,Saturday,2024,2024,25,7,2,23.5,543.75,23.64,0,0,543.75,2300,SoCal 4
Westminster,Year Ago,6/22/24,Saturday,2024,2024,25,7,2,36.59,702,28.51,0,0,702,2460.9,SoCal 4
Carson,Actual,6/23/24,Sunday,2024,2024,25,7,2,35.14,715,19.01,0,0,715,3761.94,SoCal 4
Carson,Scheduled,6/23/24,Sunday,2024,2024,25,7,2,34,692.5,23.88,0,0,692.5,2900,SoCal 4
Carson,Year Ago,6/23/24,Sunday,2024,2024,25,7,2,41.46,700,22.54,0,0,700,3103.68,SoCal 4
Costa Mesa,Actual,6/23/24,Sunday,2024,2024,25,7,2,28.64,657,23.21,0,0,657,3024.87,SoCal 4
Costa Mesa,Scheduled,6/23/24,Sunday,2024,2024,25,7,2,27.5,606.25,27.56,0,0,606.25,2200,SoCal 4
Costa Mesa,Year Ago,6/23/24,Sunday,2024,2024,25,7,2,24.32,433,19.8,0,0,433,2184.01,SoCal 4
El Segundo,Actual,6/23/24,Sunday,2024,2024,25,7,2,26.45,531,15.92,0,0,531,3335.21,SoCal 4
El Segundo,Scheduled,6/23/24,Sunday,2024,2024,25,7,2,26,532,24.18,0,0,532,2200,SoCal 4
El Segundo,Year Ago,6/23/24,Sunday,2024,2024,25,7,2,34.34,583,19.92,0,0,583,2924.2,SoCal 4
Fountain Valley,Actual,6/23/24,Sunday,2024,2024,25,7,2,28.45,586,21.14,0,0,586,2774.13,SoCal 4
Fountain Valley,Scheduled,6/23/24,Sunday,2024,2024,25,7,2,28.25,582.5,22.4,0,0,582.5,2600,SoCal 4
Fountain Valley,Year Ago,6/23/24,Sunday,2024,2024,25,7,2,36.89,607,18.75,0,0,607,3238.51,SoCal 4
Five Points,Actual,6/23/24,Sunday,2024,2024,25,7,2,22.96,543,19.82,0,0,543,2740.03,SoCal 4
Five Points,Scheduled,6/23/24,Sunday,2024,2024,25,7,2,25.5,589.5,34.68,0,0,589.5,1700,SoCal 4
Five Points,Year Ago,6/23/24,Sunday,2024,2024,25,7,2,0,0,0,0,0,0,0,SoCal 4
LBX,Actual,6/23/24,Sunday,2024,2024,25,7,2,43.18,948,21.14,0,0,948,4483.96,SoCal 4
LBX,Scheduled,6/23/24,Sunday,2024,2024,25,7,2,42,923.25,23.08,0,0,923.25,4000,SoCal 4
LBX,Year Ago,6/23/24,Sunday,2024,2024,25,7,2,59.4,1161,27.17,0,0,1161,4274.25,SoCal 4
Long Beach,Actual,6/23/24,Sunday,2024,2024,25,7,2,40.98,932,18.35,0,0,932,5079.91,SoCal 4
Long Beach,Scheduled,6/23/24,Sunday,2024,2024,25,7,2,41.5,928.25,23.21,0,0,928.25,4000,SoCal 4
Long Beach,Year Ago,6/23/24,Sunday,2024,2024,25,7,2,44.64,872,20.97,0,0,872,4156.8,SoCal 4
Manhattan Beach,Actual,6/23/24,Sunday,2024,2024,25,7,2,36.29,825,27.95,0,0,825,2952.9,SoCal 4
Manhattan Beach,Scheduled,6/23/24,Sunday,2024,2024,25,7,2,38.5,845,27.26,0,0,845,3100,SoCal 4
Manhattan Beach,Year Ago,6/23/24,Sunday,2024,2024,25,7,2,46.93,920,24.35,0,0,920,3877.76,SoCal 4
Marina Del Rey,Actual,6/23/24,Sunday,2024,2024,25,7,2,28.14,605,18.54,0,0,605,3504.99,SoCal 4
Marina Del Rey,Scheduled,6/23/24,Sunday,2024,2024,25,7,2,26.5,592.5,31.18,0,0,592.5,1900,SoCal 4
Marina Del Rey,Year Ago,6/23/24,Sunday,2024,2024,25,7,2,41.88,776,24.08,0,0,776,3224.05,SoCal 4
Newport Beach,Actual,6/23/24,Sunday,2024,2024,25,7,2,27.23,552,23.87,183,8,735,2313.93,SoCal 4
Newport Beach,Scheduled,6/23/24,Sunday,2024,2024,25,7,2,27.25,552.75,27.64,0,0,552.75,2000,SoCal 4
Newport Beach,Year Ago,6/23/24,Sunday,2024,2024,25,7,2,34.63,548,24.46,177,8,725,2239.23,SoCal 4
Tustin,Actual,6/23/24,Sunday,2024,2024,25,7,2,37.26,818,18.11,0,0,818,4515.23,SoCal 4
Tustin,Scheduled,6/23/24,Sunday,2024,2024,25,7,2,38,836.5,24.6,0,0,836.5,3400,SoCal 4
Tustin,Year Ago,6/23/24,Sunday,2024,2024,25,7,2,39.32,695,19.69,0,0,695,3529.14,SoCal 4
Westminster,Actual,6/23/24,Sunday,2024,2024,25,7,2,24.82,565,24.92,0,0,565,2265.35,SoCal 4
Westminster,Scheduled,6/23/24,Sunday,2024,2024,25,7,2,25,586.75,25.51,0,0,586.75,2300,SoCal 4
Westminster,Year Ago,6/23/24,Sunday,2024,2024,25,7,2,32.33,560,22.17,0,0,560,2527.18,SoCal 4
Carson,Actual,6/24/24,Monday,2024,2024,26,7,2,31.06,713,27.86,0,0,713,2559.78,SoCal 4
Carson,Scheduled,6/24/24,Monday,2024,2024,26,7,2,31.5,721,28.84,0,0,721,2500,SoCal 4
Carson,Year Ago,6/24/24,Monday,2024,2024,26,7,2,42.42,782,32.27,0,0,782,2474.67,SoCal 4
Costa Mesa,Actual,6/24/24,Monday,2024,2024,26,7,2,25.87,609,27.13,0,0,609,2245.07,SoCal 4
Costa Mesa,Scheduled,6/24/24,Monday,2024,2024,26,7,2,25.5,600.13,37.51,0,0,600.13,1600,SoCal 4
Costa Mesa,Year Ago,6/24/24,Monday,2024,2024,26,7,2,30,580,30.22,0,0,580,1919.07,SoCal 4
El Segundo,Actual,6/24/24,Monday,2024,2024,26,7,2,40.87,939,36.53,0,0,939,2571.05,SoCal 4
El Segundo,Scheduled,6/24/24,Monday,2024,2024,26,7,2,41,943,37.72,0,0,943,2500,SoCal 4
El Segundo,Year Ago,6/24/24,Monday,2024,2024,26,7,2,37.69,692,21.22,0,0,692,3262.79,SoCal 4
Fountain Valley,Actual,6/24/24,Monday,2024,2024,26,7,2,26.24,542,24.41,0,0,542,2221.2,SoCal 4
Fountain Valley,Scheduled,6/24/24,Monday,2024,2024,26,7,2,26.75,552.75,27.64,0,0,552.75,2000,SoCal 4
Fountain Valley,Year Ago,6/24/24,Monday,2024,2024,26,7,2,32.64,532,16.22,0,0,532,3280.71,SoCal 4
Five Points,Actual,6/24/24,Monday,2024,2024,26,7,2,23.45,560,41.12,0,0,560,1362.75,SoCal 4
Five Points,Scheduled,6/24/24,Monday,2024,2024,26,7,2,22.5,539,35.93,0,0,539,1500,SoCal 4
Five Points,Year Ago,6/24/24,Monday,2024,2024,26,7,2,0,0,0,0,0,0,0,SoCal 4
LBX,Actual,6/24/24,Monday,2024,2024,26,7,2,41.36,919,22.27,0,0,919,4125.33,SoCal 4
LBX,Scheduled,6/24/24,Monday,2024,2024,26,7,2,38.5,855.5,25.92,0,0,855.5,3300,SoCal 4
LBX,Year Ago,6/24/24,Monday,2024,2024,26,7,2,64.74,1236,42.46,0,0,1236,2912.2,SoCal 4
Long Beach,Actual,6/24/24,Monday,2024,2024,26,7,2,40.26,919,19.6,0,0,919,4689.6,SoCal 4
Long Beach,Scheduled,6/24/24,Monday,2024,2024,26,7,2,40.5,913,21.23,0,0,913,4300,SoCal 4
Long Beach,Year Ago,6/24/24,Monday,2024,2024,26,7,2,41.38,816,21.71,0,0,816,3759.06,SoCal 4
Manhattan Beach,Actual,6/24/24,Monday,2024,2024,26,7,2,30.1,712,28.48,0,0,712,2499.57,SoCal 4
Manhattan Beach,Scheduled,6/24/24,Monday,2024,2024,26,7,2,38.5,894,35.76,0,0,894,2500,SoCal 4
Manhattan Beach,Year Ago,6/24/24,Monday,2024,2024,26,7,2,41.47,807,32.93,0,0,807,2450.09,SoCal 4
Marina Del Rey,Actual,6/24/24,Monday,2024,2024,26,7,2,28.26,661,29.19,0,0,661,2262.7,SoCal 4
Marina Del Rey,Scheduled,6/24/24,Monday,2024,2024,26,7,2,26.25,612.25,36.01,0,0,612.25,1700,SoCal 4
Marina Del Rey,Year Ago,6/24/24,Monday,2024,2024,26,7,2,57.96,1084,41.12,0,0,1084,2714.97,SoCal 4
Newport Beach,Actual,6/24/24,Monday,2024,2024,26,7,2,31.32,679,19.83,183,5,862,3424.14,SoCal 4
Newport Beach,Scheduled,6/24/24,Monday,2024,2024,26,7,2,34,751.44,28.9,0,0,751.44,2600,SoCal 4
Newport Beach,Year Ago,6/24/24,Monday,2024,2024,26,7,2,28.39,521,16.66,177,5,698,3280.3,SoCal 4
Tustin,Actual,6/24/24,Monday,2024,2024,26,7,2,31.78,711,20.94,0,0,711,3396.42,SoCal 4
Tustin,Scheduled,6/24/24,Monday,2024,2024,26,7,2,28.5,638.5,25.54,0,0,638.5,2500,SoCal 4
Tustin,Year Ago,6/24/24,Monday,2024,2024,26,7,2,39.41,704,28.26,0,0,704,2490.62,SoCal 4
Westminster,Actual,6/24/24,Monday,2024,2024,26,7,2,23.43,539,28.84,0,0,539,1870.45,SoCal 4
Westminster,Scheduled,6/24/24,Monday,2024,2024,26,7,2,23,550.75,32.4,0,0,550.75,1700,SoCal 4
Westminster,Year Ago,6/24/24,Monday,2024,2024,26,7,2,42.88,797,50.29,0,0,797,1625.35,SoCal 4
Carson,Actual,6/25/24,Tuesday,2024,2024,26,7,2,30.11,691,21.21,0,0,691,3259.38,SoCal 4
Carson,Scheduled,6/25/24,Tuesday,2024,2024,26,7,2,29.5,675.5,27.02,0,0,675.5,2500,SoCal 4
Carson,Year Ago,6/25/24,Tuesday,2024,2024,26,7,2,42.6,806,24.33,0,0,806,3312.03,SoCal 4
Costa Mesa,Actual,6/25/24,Tuesday,2024,2024,26,7,2,25.43,588,38.7,0,0,588,1520.35,SoCal 4
Costa Mesa,Scheduled,6/25/24,Tuesday,2024,2024,26,7,2,26,608.75,38.05,0,0,608.75,1600,SoCal 4
Costa Mesa,Year Ago,6/25/24,Tuesday,2024,2024,26,7,2,26.86,510,23.53,0,0,510,2168.9,SoCal 4
El Segundo,Actual,6/25/24,Tuesday,2024,2024,26,7,2,40.97,931,19.97,0,0,931,4662.15,SoCal 4
El Segundo,Scheduled,6/25/24,Tuesday,2024,2024,26,7,2,41,934.5,23.36,0,0,934.5,4000,SoCal 4
El Segundo,Year Ago,6/25/24,Tuesday,2024,2024,26,7,2,37.69,746,25.65,0,0,746,2908.77,SoCal 4
Fountain Valley,Actual,6/25/24,Tuesday,2024,2024,26,7,2,28.35,640,25.9,0,0,640,2469.38,SoCal 4
Fountain Valley,Scheduled,6/25/24,Tuesday,2024,2024,26,7,2,26.75,602.75,30.14,0,0,602.75,2000,SoCal 4
Fountain Valley,Year Ago,6/25/24,Tuesday,2024,2024,26,7,2,36.41,681,26.73,0,0,681,2548.59,SoCal 4
Five Points,Actual,6/25/24,Tuesday,2024,2024,26,7,2,20.74,471,25.3,0,0,471,1861.26,SoCal 4
Five Points,Scheduled,6/25/24,Tuesday,2024,2024,26,7,2,21.5,487.5,32.5,0,0,487.5,1500,SoCal 4
Five Points,Year Ago,6/25/24,Tuesday,2024,2024,26,7,2,0,0,0,0,0,0,0,SoCal 4
LBX,Actual,6/25/24,Tuesday,2024,2024,26,7,2,36.71,824,23.05,0,0,824,3575.32,SoCal 4
LBX,Scheduled,6/25/24,Tuesday,2024,2024,26,7,2,34,763,23.12,0,0,763,3300,SoCal 4
LBX,Year Ago,6/25/24,Tuesday,2024,2024,26,7,2,67.13,1363,48.39,0,0,1363,2816.7,SoCal 4
Long Beach,Actual,6/25/24,Tuesday,2024,2024,26,7,2,40.14,817,22.58,0,0,817,3620.06,SoCal 4
Long Beach,Scheduled,6/25/24,Tuesday,2024,2024,26,7,2,39.5,804.5,24.38,0,0,804.5,3300,SoCal 4
